Stream,Lab_log,Site_code,Month,Day,Year,Number_of_collections,Fraction_Size,Class_order,Family,Subfamily_tribe,Genus,Species,Tally,Sample_density,Large_rare,Unique,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Trombidiformes,Torrenticolidae,,Torrenticola,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Procladius,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Corynoneura,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,3,8,N,Y,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus,bicinctus group,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Synorthocladius,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Tvetenia,bavarica group,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Cryptochironomus,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Cryptotendipes,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Dicrotendipes,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Microtendipes,pedellus,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Paralauterborniella,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,,,13,35,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Cladotanytarsus,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,12,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellina,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,23905,BR 12,6,9,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,92,245,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Oligochaeta,Oligochaeta,,,,101,808,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Ostracoda,Ostracoda,,,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Ephemeroptera,Leptohyphidae,,Tricorythodes,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Ephemeroptera,Caenidae,,Caenis,,32,256,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,7,56,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Helicopsychidae,,Helicopsyche,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Brachycentridae,,Micrasema,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Hydroptilidae,,Ochrotrichia,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Hydropsychidae,,Cheumatopsyche,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Hydropsychidae,,Hydropsyche,,9,72,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Leptoceridae,,Mystacides,,13,104,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Philopotamidae,,Chimarra,,13,104,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trichoptera,Psychomyiidae,,Tinodes,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Odonata,Coenagrionidae,,Argia,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Lepidoptera,Crambidae,,Petrophila,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Psephenidae,,Psephenus,,6,48,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Psephenidae,,Eubrianax,edwardsii,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Elmidae,,Dubiraphia,,5,40,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Elmidae,,Ordobrevia,nubifera,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Elmidae,,Microcylloepus,,20,160,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Elmidae,,Optioservus,,5,40,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Coleoptera,Elmidae,,Zaitzevia,,24,192,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Ceratopogonidae,Ceratopogoninae,,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Amphipoda,Hyalellidae,,Hyalella,,481,3848,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Monostilifera,Sperchonidae,,Prostoma,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Amphipoda,Crangonyctidae,,Crangonyx,,41,328,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Gastropoda,Planorbidae,,Ferrissia,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Ceratopogonidae,,Dasyhelea,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Gastropoda,Planorbidae,,Menetus,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Gastropoda,Planorbidae,,Helisoma,,1,8,N,Y,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Simuliidae,,Simulium,,9,72,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Bivalvia,Sphaeriidae,,Pisidium,,31,248,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Bivalvia,Sphaeriidae,,Sphaerium,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Megaloptera,Sialidae,,Sialis,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Decapoda,Cambaridae,,Oroconectes,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Plecoptera,Perlidae,,Calineuria,californica,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Megaloptera,Corydalidae,,Corydalus,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Odonata,Gomphidae,,,,1,8,Y,Y,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trombidiformes,Sperchonidae,,Sperchon,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Trombidiformes,Mideopsidae,,Mideopsis,gladiator,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,7,56,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Tanypodinae,Pentaneura,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Tanypodinae,Procladius,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Cricotopus,bicinctus group,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,5,40,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Eukiefferiella,brehmi group,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Nanocladius,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Chironomini,Cryptotendipes,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Chironomini,Dicrotendipes,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,25,200,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Tanytarsini,,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Tanytarsini,Paratanytarsus,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,7,56,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24337,BR 12,10,10,2021,11,0.125,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,15,120,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Oligochaeta,Oligochaeta,,,,135,720,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Ostracoda,Ostracoda,,,,99,528,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Ephemeroptera,Baetidae,,Callibaetis,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Ephemeroptera,Leptophlebiidae,,Paraleptophlebia,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Ephemeroptera,Leptohyphidae,,Tricorythodes,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Ephemeroptera,Ephemerellidae,,Attenella,soquele,14,75,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Trichoptera,Hydroptilidae,,Oxyethira,,17,91,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Trichoptera,Hydroptilidae,,Hydroptila,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Trichoptera,Leptoceridae,,Mystacides,,9,48,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Hemiptera,Corixidae,,,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Odonata,Coenagrionidae,,Argia,,17,91,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Odonata,Gomphidae,,Octogomphus,specularis,10,53,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Coleoptera,Elmidae,,Cleptelmis,addenda,12,64,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Simuliidae,,Simulium,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Gastropoda,Planorbidae,,Ferrissia,,7,37,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Gastropoda,Planorbidae,,Gyraulus,,6,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Empididae,,Hemerodromia,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Ceratopogonidae,Ceratopogoninae,,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Ceratopogonidae,,Dasyhelea,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Empididae,,Neoplasta,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Amphipoda,Hyalellidae,,Hyalella,,35,187,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Amphipoda,Crangonyctidae,,Crangonyx,,7,37,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Bivalvia,Sphaeriidae,,Pisidium,,21,112,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Tardigrada,Tardigrada,,,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Ceratopogonidae,,,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Odonata,Coenagrionidae,,Coenagrion_Enallagma,,1,5,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Oribatida,Oribatida,,,,12,64,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Trombidiformes,Lebertiidae,,Lebertia,,17,91,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Trombidiformes,Sperchonidae,,Sperchon,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,3,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Tanypodinae,Labrundinia,,4,21,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Tanypodinae,Radotanypus,,2,11,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Tanypodinae,Thienemannimyia group,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Orthocladiinae,,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,3,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Orthocladiinae,Nanocladius,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,,6,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Chironomini,Chironomus,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Chironomini,Dicrotendipes,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,6,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Chironomini,Paratendipes,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,,,20,107,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,Micropsectra,,3,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellina,,1,5,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,16,85,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24356,BR 12,10,20,2021,11,0.1875,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,66,352,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Oligochaeta,Oligochaeta,,,,71,568,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ostracoda,Ostracoda,,,,13,104,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ephemeroptera,Baetidae,,Diphetor,hageni,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ephemeroptera,Baetidae,,Callibaetis,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ephemeroptera,Leptohyphidae,,Tricorythodes,,31,248,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ephemeroptera,Caenidae,,Caenis,,8,64,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,12,96,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Hydroptilidae,,Ochrotrichia,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Hydropsychidae,,Cheumatopsyche,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Helicopsychidae,,Helicopsyche,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Hydroptilidae,,Hydroptila,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Hydropsychidae,,Hydropsyche,,12,96,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Leptoceridae,,Mystacides,,8,64,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Brachycentridae,,Micrasema,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Philopotamidae,,Chimarra,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Elmidae,,Dubiraphia,,7,56,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Psephenidae,,Psephenus,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Elmidae,,Ordobrevia,nubifera,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Elmidae,,Zaitzevia,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Elmidae,,Microcylloepus,,18,144,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Gastropoda,Planorbidae,,Ferrissia,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Diptera,Ceratopogonidae,Ceratopogoninae,,,13,104,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Turbellaria,Turbellaria,,,,4,32,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Anthoathecata,Hydridae,,Hydra,,12,96,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Monostilifera,Sperchonidae,,Prostoma,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Gastropoda,Planorbidae,,Gyraulus,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Diptera,Ceratopogonidae,Forcipomyiinae,,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Amphipoda,Hyalellidae,,Hyalella,,9,72,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Amphipoda,Crangonyctidae,,Crangonyx,,11,88,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Polycentropidae,,Polycentropus,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Diptera,Simuliidae,,Simulium,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Coleoptera,Psephenidae,,Eubrianax,edwardsii,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Diptera,Empididae,,,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trichoptera,Psychomyiidae,,Tinodes,,1,8,Y,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Diptera,Ceratopogonidae,,Dasyhelea,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trombidiformes,Lebertiidae,,Lebertia,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trombidiformes,Sperchonidae,,Sperchon,,3,24,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trombidiformes,Torrenticolidae,,Torrenticola,,2,16,N,N,,,,,,,,,,,,,,,,,,,,
Dry Creek,24642,BR 12,8,3,2022,11,0.125,Trombidiformes,Unionicolidae,,Koenikea,,1,8,N,N,,,,,,,,,,,,,,,,,,,,
