SiteVisitID,MacroSessID,Date,SampleCode,SampleLocation,CollectionTime,DataEntryDateTime,UniqueName,Group,MacroTypeID,Name,TValue,FDesign,Count,SampleArea
1943,285,6/18/09,,Site 01,,8/17/10,Col,Coleoptera,112,Psephenidae (L),4,SC,3,11
1769,258,10/9/08,,Site 01,,8/25/09,Col,Coleoptera,112,Psephenidae (L),4,SC,1,8
2830,417,10/9/13,13965,Site 01,,10/27/17,Col,Coleoptera,112,Psephenidae (L),4,SC,1,11
2528,439,6/14/12,12240,Site 01,,11/9/17,Col,Coleoptera,112,Psephenidae (L),4,SC,1,11
1988,454,10/8/09,,Site 01,,11/17/17,Col,Coleoptera,113,Unknown,,,4,11
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,,,114,Extras,,,130,18
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,,,114,Extras,,,21,8
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,,,114,Extras,,,7,6
70,92,6/12/02,02sdc02-2,Site 02,,11/10/05,,,114,Extras,,,13,6
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,,,114,Extras,,,0,6
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,,,114,Extras,,,65,6
2310,369,6/18/11,,Site 02,,2/13/13,Ord,Order,1,Acari,5,P,9,11
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Ord,Order,1,Acari,5,P,2,8
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Ord,Order,1,Acari,5,P,1,8
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,1,Acari,5,P,11,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Ord,Order,1,Acari,5,P,1,18
82,341,6/18/03,,Site 02,,1/29/13,Ord,Order,1,Acari,5,P,4,8
2377,353,10/18/11,,Site 02,,2/6/13,Ord,Order,1,Acari,5,P,9,11
2377,354,10/18/11,,Site 02,,2/6/13,Ord,Order,1,Acari,5,P,9,
3078,407,10/13/14,141292,Site 02,,5/11/17,Ord,Order,1,Acari,5,P,2,11
86,196,10/15/03,,Site 02,,7/8/08,Ord,Order,1,Acari,5,P,15,8
1413,264,6/14/07,,Site 02,,3/26/10,Ord,Order,1,Acari,5,P,23,
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,1,Acari,5,P,1,8
870,171,10/12/05,,Site 02,,6/24/08,Ord,Order,1,Acari,5,P,2,8
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,1,Acari,5,P,2,
1315,208,10/12/06,,Site 02,,9/26/08,Ord,Order,1,Acari,5,P,3,
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,1,Acari,5,P,5,11
1495,237,10/11/07,,Site 02,,2/12/09,Ord,Order,1,Acari,5,P,3,8
1944,286,6/16/09,,Site 02,,8/17/10,Ord,Order,1,Acari,5,P,6,11
2831,420,10/10/13,13977,Site 02,,10/27/17,Ord,Order,1,Acari,5,P,1,11
70,93,6/12/02,02sdc02-3,Site 02,,11/10/05,Ord,Order,1,Acari,5,P,4,6
58,32,6/6/01,01sdc02-3,Site 02,,10/7/05,Ord,Order,1,Acari,5,P,2,6
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,1,Acari,5,P,5,11
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,Ord,Order,1,Acari,5,P,1,6
2529,440,6/15/12,12254,Site 02,,11/9/17,Ord,Order,1,Acari,5,P,18,11
1989,455,10/8/09,,Site 02,,11/17/17,Ord,Order,1,Acari,5,P,1,11
2186,425,10/8/10,,Site 02,,11/1/17,Ord,Order,1,Acari,5,P,4,11
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Ord,Order,1,Acari,5,P,4,6
70,91,6/12/02,02sdc02-1,Site 02,,11/10/05,Ord,Order,1,Acari,5,P,3,6
62,59,10/10/01,01fdc02-2,Site 02,,11/9/05,Ord,Order,1,Acari,5,P,2,6
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Ord,Order,6,Gastropoda,7,SC,3,8
3010,391,6/18/14,14630,Site 02,,2/22/17,Ord,Order,6,Gastropoda,7,SC,5,11
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,6,Gastropoda,7,SC,2,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Ord,Order,6,Gastropoda,7,SC,2,18
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Ord,Order,6,Gastropoda,7,SC,3,8
82,341,6/18/03,,Site 02,,1/29/13,Ord,Order,6,Gastropoda,7,SC,2,8
3078,407,10/13/14,141292,Site 02,,5/11/17,Ord,Order,6,Gastropoda,7,SC,1,11
1495,237,10/11/07,,Site 02,,2/12/09,Ord,Order,6,Gastropoda,7,SC,2,8
1944,286,6/16/09,,Site 02,,8/17/10,Ord,Order,6,Gastropoda,7,SC,1,11
86,196,10/15/03,,Site 02,,7/8/08,Ord,Order,6,Gastropoda,7,SC,1,8
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,6,Gastropoda,7,SC,3,8
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,6,Gastropoda,7,SC,16,11
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,6,Gastropoda,7,SC,3,
870,171,10/12/05,,Site 02,,6/24/08,Ord,Order,6,Gastropoda,7,SC,2,8
1315,208,10/12/06,,Site 02,,9/26/08,Ord,Order,6,Gastropoda,7,SC,1,
1413,264,6/14/07,,Site 02,,3/26/10,Ord,Order,6,Gastropoda,7,SC,1,
2529,440,6/15/12,12254,Site 02,,11/9/17,Ord,Order,6,Gastropoda,7,SC,7,11
1989,455,10/8/09,,Site 02,,11/17/17,Ord,Order,6,Gastropoda,7,SC,3,11
2186,425,10/8/10,,Site 02,,11/1/17,Ord,Order,6,Gastropoda,7,SC,6,11
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,6,Gastropoda,7,SC,0,11
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Ord,Order,6,Gastropoda,7,SC,1,6
2831,420,10/10/13,13977,Site 02,,10/27/17,Ord,Order,6,Gastropoda,7,SC,3,11
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,9,Nematoda,5,CG,2,11
86,196,10/15/03,,Site 02,,7/8/08,Ord,Order,9,Nematoda,5,CG,2,8
1315,208,10/12/06,,Site 02,,9/26/08,Ord,Order,9,Nematoda,5,CG,1,
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Ord,Order,9,Nematoda,5,CG,1,6
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,10,Nematomorpha,,,3,8
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,11,Nemertea,6,P,2,8
2377,353,10/18/11,,Site 02,,2/6/13,Ord,Order,13,Oligochaeta,8,CG,14,11
2377,354,10/18/11,,Site 02,,2/6/13,Ord,Order,13,Oligochaeta,8,CG,14,
3010,391,6/18/14,14630,Site 02,,2/22/17,Ord,Order,13,Oligochaeta,8,CG,21,11
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Ord,Order,13,Oligochaeta,8,CG,3,8
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Ord,Order,13,Oligochaeta,8,CG,15,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Ord,Order,13,Oligochaeta,8,CG,4,18
2310,369,6/18/11,,Site 02,,2/13/13,Ord,Order,13,Oligochaeta,8,CG,14,11
82,341,6/18/03,,Site 02,,1/29/13,Ord,Order,13,Oligochaeta,8,CG,11,8
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,13,Oligochaeta,8,CG,14,8
3078,407,10/13/14,141292,Site 02,,5/11/17,Ord,Order,13,Oligochaeta,8,CG,18,11
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,13,Oligochaeta,8,CG,53,11
1944,286,6/16/09,,Site 02,,8/17/10,Ord,Order,13,Oligochaeta,8,CG,20,11
1413,264,6/14/07,,Site 02,,3/26/10,Ord,Order,13,Oligochaeta,8,CG,5,
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,13,Oligochaeta,8,CG,13,8
870,171,10/12/05,,Site 02,,6/24/08,Ord,Order,13,Oligochaeta,8,CG,14,8
1315,208,10/12/06,,Site 02,,9/26/08,Ord,Order,13,Oligochaeta,8,CG,4,
1495,237,10/11/07,,Site 02,,2/12/09,Ord,Order,13,Oligochaeta,8,CG,13,8
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,13,Oligochaeta,8,CG,60,
86,196,10/15/03,,Site 02,,7/8/08,Ord,Order,13,Oligochaeta,8,CG,18,8
58,30,6/6/01,01sdc02-1,Site 02,,10/7/05,Ord,Order,13,Oligochaeta,8,CG,15,6
58,32,6/6/01,01sdc02-3,Site 02,,10/7/05,Ord,Order,13,Oligochaeta,8,CG,5,6
2186,425,10/8/10,,Site 02,,11/1/17,Ord,Order,13,Oligochaeta,8,CG,10,11
2831,420,10/10/13,13977,Site 02,,10/27/17,Ord,Order,13,Oligochaeta,8,CG,9,11
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,Ord,Order,13,Oligochaeta,8,CG,3,6
1989,455,10/8/09,,Site 02,,11/17/17,Ord,Order,13,Oligochaeta,8,CG,2,11
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,13,Oligochaeta,8,CG,16,11
70,92,6/12/02,02sdc02-2,Site 02,,11/10/05,Ord,Order,13,Oligochaeta,8,CG,1,6
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,Ord,Order,13,Oligochaeta,8,CG,5,6
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Ord,Order,13,Oligochaeta,8,CG,3,6
70,91,6/12/02,02sdc02-1,Site 02,,11/10/05,Ord,Order,13,Oligochaeta,8,CG,3,6
2529,440,6/15/12,12254,Site 02,,11/9/17,Ord,Order,13,Oligochaeta,8,CG,5,11
2377,354,10/18/11,,Site 02,,2/6/13,Ord,Order,14,Ostracoda,8,CG,2,
2377,353,10/18/11,,Site 02,,2/6/13,Ord,Order,14,Ostracoda,8,CG,2,11
2310,369,6/18/11,,Site 02,,2/13/13,Ord,Order,14,Ostracoda,8,CG,2,11
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,14,Ostracoda,8,CG,1,
2310,369,6/18/11,,Site 02,,2/13/13,Ord,Order,12,Pelecypoda,8,FC,3,11
82,341,6/18/03,,Site 02,,1/29/13,Ord,Order,12,Pelecypoda,8,FC,1,8
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Ord,Order,12,Pelecypoda,8,FC,1,8
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Ord,Order,12,Pelecypoda,8,FC,5,8
2377,354,10/18/11,,Site 02,,2/6/13,Ord,Order,12,Pelecypoda,8,FC,3,
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,12,Pelecypoda,8,FC,7,8
2377,353,10/18/11,,Site 02,,2/6/13,Ord,Order,12,Pelecypoda,8,FC,3,11
3010,391,6/18/14,14630,Site 02,,2/22/17,Ord,Order,12,Pelecypoda,8,FC,14,11
3078,407,10/13/14,141292,Site 02,,5/11/17,Ord,Order,12,Pelecypoda,8,FC,19,11
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,12,Pelecypoda,8,FC,17,11
1944,286,6/16/09,,Site 02,,8/17/10,Ord,Order,12,Pelecypoda,8,FC,1,11
1413,264,6/14/07,,Site 02,,3/26/10,Ord,Order,12,Pelecypoda,8,FC,16,
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,12,Pelecypoda,8,FC,2,8
1495,237,10/11/07,,Site 02,,2/12/09,Ord,Order,12,Pelecypoda,8,FC,1,8
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,12,Pelecypoda,8,FC,4,
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,12,Pelecypoda,8,FC,2,11
2831,420,10/10/13,13977,Site 02,,10/27/17,Ord,Order,12,Pelecypoda,8,FC,9,11
2186,425,10/8/10,,Site 02,,11/1/17,Ord,Order,12,Pelecypoda,8,FC,2,11
2529,440,6/15/12,12254,Site 02,,11/9/17,Ord,Order,12,Pelecypoda,8,FC,5,11
1989,455,10/8/09,,Site 02,,11/17/17,Ord,Order,12,Pelecypoda,8,FC,1,11
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Ord,Order,15,Turbellaria,4,P,13,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Ord,Order,15,Turbellaria,4,P,11,18
2377,353,10/18/11,,Site 02,,2/6/13,Ord,Order,15,Turbellaria,4,P,3,11
719,156,6/22/05,,Site 02,,6/24/08,Ord,Order,15,Turbellaria,4,P,6,8
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Ord,Order,15,Turbellaria,4,P,2,8
2310,369,6/18/11,,Site 02,,2/13/13,Ord,Order,15,Turbellaria,4,P,3,11
82,341,6/18/03,,Site 02,,1/29/13,Ord,Order,15,Turbellaria,4,P,4,8
2377,354,10/18/11,,Site 02,,2/6/13,Ord,Order,15,Turbellaria,4,P,3,
3078,407,10/13/14,141292,Site 02,,5/11/17,Ord,Order,15,Turbellaria,4,P,1,11
1944,286,6/16/09,,Site 02,,8/17/10,Ord,Order,15,Turbellaria,4,P,6,11
1495,237,10/11/07,,Site 02,,2/12/09,Ord,Order,15,Turbellaria,4,P,5,8
1315,208,10/12/06,,Site 02,,9/26/08,Ord,Order,15,Turbellaria,4,P,2,
1770,275,10/10/08,,Site 02,,3/26/10,Ord,Order,15,Turbellaria,4,P,9,
2139,305,6/10/10,,Site 02,,8/4/11,Ord,Order,15,Turbellaria,4,P,6,11
86,196,10/15/03,,Site 02,,7/8/08,Ord,Order,15,Turbellaria,4,P,2,8
1679,247,6/18/08,,Site 02,,8/25/09,Ord,Order,15,Turbellaria,4,P,4,8
1989,455,10/8/09,,Site 02,,11/17/17,Ord,Order,15,Turbellaria,4,P,6,11
2186,425,10/8/10,,Site 02,,11/1/17,Ord,Order,15,Turbellaria,4,P,2,11
2831,420,10/10/13,13977,Site 02,,10/27/17,Ord,Order,15,Turbellaria,4,P,2,11
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,15,Turbellaria,4,P,5,11
70,92,6/12/02,02sdc02-2,Site 02,,11/10/05,Ord,Order,15,Turbellaria,4,P,1,6
2529,440,6/15/12,12254,Site 02,,11/9/17,Ord,Order,15,Turbellaria,4,P,3,11
1413,264,6/14/07,,Site 02,,3/26/10,Ord,Order,16,Unknown,,,7,
2604,418,10/13/12,12561,Site 02,,10/27/17,Ord,Order,16,Unknown,,,0,11
2310,369,6/18/11,,Site 02,,2/13/13,Eph,Ephemeroptera,18,Ameletidae,0,CG,4,11
2377,353,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,18,Ameletidae,0,CG,4,11
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Eph,Ephemeroptera,18,Ameletidae,0,CG,5,18
2377,354,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,18,Ameletidae,0,CG,4,
1315,208,10/12/06,,Site 02,,9/26/08,Eph,Ephemeroptera,18,Ameletidae,0,CG,5,
2186,425,10/8/10,,Site 02,,11/1/17,Eph,Ephemeroptera,18,Ameletidae,0,CG,2,11
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,Eph,Ephemeroptera,18,Ameletidae,0,CG,2,6
2604,418,10/13/12,12561,Site 02,,10/27/17,Eph,Ephemeroptera,18,Ameletidae,0,CG,10,11
2831,420,10/10/13,13977,Site 02,,10/27/17,Eph,Ephemeroptera,18,Ameletidae,0,CG,1,11
719,156,6/22/05,,Site 02,,6/24/08,Eph,Ephemeroptera,19,Baetidae,4,CG,81,8
3010,391,6/18/14,14630,Site 02,,2/22/17,Eph,Ephemeroptera,19,Baetidae,4,CG,20,11
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Eph,Ephemeroptera,19,Baetidae,4,CG,21,8
2377,354,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,19,Baetidae,4,CG,35,
82,341,6/18/03,,Site 02,,1/29/13,Eph,Ephemeroptera,19,Baetidae,4,CG,40,8
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Eph,Ephemeroptera,19,Baetidae,4,CG,75,8
2377,353,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,19,Baetidae,4,CG,35,11
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Eph,Ephemeroptera,19,Baetidae,4,CG,38,18
2310,369,6/18/11,,Site 02,,2/13/13,Eph,Ephemeroptera,19,Baetidae,4,CG,35,11
3078,407,10/13/14,141292,Site 02,,5/11/17,Eph,Ephemeroptera,19,Baetidae,4,CG,59,11
870,171,10/12/05,,Site 02,,6/24/08,Eph,Ephemeroptera,19,Baetidae,4,CG,89,8
1944,286,6/16/09,,Site 02,,8/17/10,Eph,Ephemeroptera,19,Baetidae,4,CG,179,11
1413,264,6/14/07,,Site 02,,3/26/10,Eph,Ephemeroptera,19,Baetidae,4,CG,45,
1770,275,10/10/08,,Site 02,,3/26/10,Eph,Ephemeroptera,19,Baetidae,4,CG,108,
86,196,10/15/03,,Site 02,,7/8/08,Eph,Ephemeroptera,19,Baetidae,4,CG,18,8
1679,247,6/18/08,,Site 02,,8/25/09,Eph,Ephemeroptera,19,Baetidae,4,CG,73,8
1315,208,10/12/06,,Site 02,,9/26/08,Eph,Ephemeroptera,19,Baetidae,4,CG,77,
1495,237,10/11/07,,Site 02,,2/12/09,Eph,Ephemeroptera,19,Baetidae,4,CG,84,8
2139,305,6/10/10,,Site 02,,8/4/11,Eph,Ephemeroptera,19,Baetidae,4,CG,70,11
2186,425,10/8/10,,Site 02,,11/1/17,Eph,Ephemeroptera,19,Baetidae,4,CG,63,11
2529,440,6/15/12,12254,Site 02,,11/9/17,Eph,Ephemeroptera,19,Baetidae,4,CG,3,11
58,31,6/6/01,01sdc02-2,Site 02,,10/7/05,Eph,Ephemeroptera,19,Baetidae,4,CG,3,6
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,Eph,Ephemeroptera,19,Baetidae,4,CG,16,6
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Eph,Ephemeroptera,19,Baetidae,4,CG,21,6
2604,418,10/13/12,12561,Site 02,,10/27/17,Eph,Ephemeroptera,19,Baetidae,4,CG,40,11
58,32,6/6/01,01sdc02-3,Site 02,,10/7/05,Eph,Ephemeroptera,19,Baetidae,4,CG,4,6
1989,455,10/8/09,,Site 02,,11/17/17,Eph,Ephemeroptera,19,Baetidae,4,CG,82,11
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,Eph,Ephemeroptera,19,Baetidae,4,CG,10,6
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Eph,Ephemeroptera,19,Baetidae,4,CG,9,6
58,30,6/6/01,01sdc02-1,Site 02,,10/7/05,Eph,Ephemeroptera,19,Baetidae,4,CG,5,6
2831,420,10/10/13,13977,Site 02,,10/27/17,Eph,Ephemeroptera,19,Baetidae,4,CG,76,11
70,92,6/12/02,02sdc02-2,Site 02,,11/10/05,Eph,Ephemeroptera,19,Baetidae,4,CG,5,6
70,93,6/12/02,02sdc02-3,Site 02,,11/10/05,Eph,Ephemeroptera,19,Baetidae,4,CG,7,6
70,91,6/12/02,02sdc02-1,Site 02,,11/10/05,Eph,Ephemeroptera,19,Baetidae,4,CG,6,6
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Eph,Ephemeroptera,20,Caenidae,7,CG,1,6
82,341,6/18/03,,Site 02,,1/29/13,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,6,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,4,18
2310,369,6/18/11,,Site 02,,2/13/13,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,54,11
2377,353,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,54,11
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,24,8
2377,354,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,54,
3010,391,6/18/14,14630,Site 02,,2/22/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,11
719,156,6/22/05,,Site 02,,6/24/08,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,6,8
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,9,8
1679,247,6/18/08,,Site 02,,8/25/09,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,8
1413,264,6/14/07,,Site 02,,3/26/10,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,11,
1495,237,10/11/07,,Site 02,,2/12/09,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,18,8
1944,286,6/16/09,,Site 02,,8/17/10,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,2,11
870,171,10/12/05,,Site 02,,6/24/08,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,11,8
86,196,10/15/03,,Site 02,,7/8/08,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,19,8
1770,275,10/10/08,,Site 02,,3/26/10,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,35,
2139,305,6/10/10,,Site 02,,8/4/11,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,17,11
1315,208,10/12/06,,Site 02,,9/26/08,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,23,
58,32,6/6/01,01sdc02-3,Site 02,,10/7/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,6,6
2529,440,6/15/12,12254,Site 02,,11/9/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,13,11
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,8,6
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,6
62,59,10/10/01,01fdc02-2,Site 02,,11/9/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,26,6
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,6
58,31,6/6/01,01sdc02-2,Site 02,,10/7/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,6
70,91,6/12/02,02sdc02-1,Site 02,,11/10/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,3,6
70,93,6/12/02,02sdc02-3,Site 02,,11/10/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,2,6
2831,420,10/10/13,13977,Site 02,,10/27/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,23,11
2604,418,10/13/12,12561,Site 02,,10/27/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,56,11
1989,455,10/8/09,,Site 02,,11/17/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,10,11
58,30,6/6/01,01sdc02-1,Site 02,,10/7/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,5,6
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,7,6
2186,425,10/8/10,,Site 02,,11/1/17,Eph,Ephemeroptera,21,Ephemerellidae,1,CG,52,11
2377,354,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,23,Heptageniidae,4,SC,61,
82,341,6/18/03,,Site 02,,1/29/13,Eph,Ephemeroptera,23,Heptageniidae,4,SC,88,8
94,132,6/17/04,04sdc02-a,Site 02,,2/27/07,Eph,Ephemeroptera,23,Heptageniidae,4,SC,172,8
2310,369,6/18/11,,Site 02,,2/13/13,Eph,Ephemeroptera,23,Heptageniidae,4,SC,61,11
3010,391,6/18/14,14630,Site 02,,2/22/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,10,11
2377,353,10/18/11,,Site 02,,2/6/13,Eph,Ephemeroptera,23,Heptageniidae,4,SC,61,11
98,143,10/14/04,04fdc02-a,Site 02,,3/8/07,Eph,Ephemeroptera,23,Heptageniidae,4,SC,141,8
74,130,10/9/02,02fdc02-a,Site 02,,11/11/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,142,18
719,156,6/22/05,,Site 02,,6/24/08,Eph,Ephemeroptera,23,Heptageniidae,4,SC,88,8
3078,407,10/13/14,141292,Site 02,,5/11/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,73,11
1495,237,10/11/07,,Site 02,,2/12/09,Eph,Ephemeroptera,23,Heptageniidae,4,SC,86,8
2139,305,6/10/10,,Site 02,,8/4/11,Eph,Ephemeroptera,23,Heptageniidae,4,SC,165,11
1413,264,6/14/07,,Site 02,,3/26/10,Eph,Ephemeroptera,23,Heptageniidae,4,SC,88,
1944,286,6/16/09,,Site 02,,8/17/10,Eph,Ephemeroptera,23,Heptageniidae,4,SC,100,11
1315,208,10/12/06,,Site 02,,9/26/08,Eph,Ephemeroptera,23,Heptageniidae,4,SC,54,
870,171,10/12/05,,Site 02,,6/24/08,Eph,Ephemeroptera,23,Heptageniidae,4,SC,95,8
1679,247,6/18/08,,Site 02,,8/25/09,Eph,Ephemeroptera,23,Heptageniidae,4,SC,91,8
1770,275,10/10/08,,Site 02,,3/26/10,Eph,Ephemeroptera,23,Heptageniidae,4,SC,117,
86,196,10/15/03,,Site 02,,7/8/08,Eph,Ephemeroptera,23,Heptageniidae,4,SC,130,8
58,32,6/6/01,01sdc02-3,Site 02,,10/7/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,25,6
1989,455,10/8/09,,Site 02,,11/17/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,216,11
62,58,10/10/01,01fdc02-1,Site 02,,11/9/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,33,6
2529,440,6/15/12,12254,Site 02,,11/9/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,15,11
70,91,6/12/02,02sdc02-1,Site 02,,11/10/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,31,6
2604,418,10/13/12,12561,Site 02,,10/27/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,33,11
2186,425,10/8/10,,Site 02,,11/1/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,114,11
62,59,10/10/01,01fdc02-2,Site 02,,11/9/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,10,6
62,60,10/10/01,01fdc02-3,Site 02,,11/9/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,28,6
701,12,11/15/00,00fdc02-2,Site 02,,8/18/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,29,6
70,92,6/12/02,02sdc02-2,Site 02,,11/10/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,31,6
2831,420,10/10/13,13977,Site 02,,10/27/17,Eph,Ephemeroptera,23,Heptageniidae,4,SC,35,11
58,30,6/6/01,01sdc02-1,Site 02,,10/7/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,17,6
70,93,6/12/02,02sdc02-3,Site 02,,11/10/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,17,6
58,31,6/6/01,01sdc02-2,Site 02,,10/7/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,27,6
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Eph,Ephemeroptera,23,Heptageniidae,4,SC,26,6
701,11,11/15/00,00fdc02-1,Site 02,,8/18/05,Eph,Ephemeroptera,24,Isonychiidae,2,CF,2,6
2831,420,10/10/13,13977,Site 02,,10/27/17,Eph,Ephemeroptera,25,Leptohyphidae,4,CG,1,11
